,customer_id,first_name,last_name,gender,phone_number,email_id,birth_date,age,education_level,marital_status,number_of_children,register_date,occupation,annual_income,hobbies,degree_of_loyalty,social_class,mailing_street,city,state,country,zip_code
31,14002,Noble,Hodges,MALE,864-327-5976,extra1873@live.com,1986-12-10 00:00:00,45,Diploma,Other,1,2022-11-26,Nanny,$150k-$200k,Juggling,Hard Core Loyals,Lower Class,813 Joshua St,Port Angeles,Washington,USA,98362
32,11585,Geraldo,Shelton,MALE,507-919-9707,genes1901@protonmail.com,29-10-1994,45,Diploma,Other,1,2023-03-17,Cafe Owner,$50k-$75k,Juggling,Hard Core Loyals,Upper Class,603 S Alder St,Port Angeles,Washington,USA,98362
33,12506,Cammie,Macdonald,OTHER,663-949-4910,infinite1855@protonmail.com,22-07-1982,45,Diploma,Other,4,2022-10-22,Florist,$75k-$100k,Writing,Hard Core Loyals,Middle Class,912 Pioneer St,Ridgefield,Washington,USA,06879
34,15059,Cletus,Noble,MALE,605-425-1652,julian1884@example.com,19-10-1993,45,Diploma,Other,3,2022-07-29,Assessor,$100k-$150k,Cycling,Switchers,Upper Class,304 Ridgewood Dr,Richland,Washington,USA,99353
35,11564,Karena,Riddle,FEMALE,249-851-9004,livestock1890@live.com,1980-04-05 00:00:00,45,Associate's Degree,Other,4,2022-05-17,Blind Fitter,$150k-$200k,Baking,Soft Core Loyals,Middle Class,3060 NE Mcwilliams Rd #132,Bremerton,Washington,USA,98310
36,15323,Mendy,Sanders,FEMALE,377-508-7242,payday2074@gmail.com,22-02-1990,45,Diploma,Other,1,2023-02-25,Waiter,$15k-$25k,Hiking,Soft Core Loyals,Upper Class,106 Woods Run Cir,Richland,Washington,USA,99354
37,10713,Xuan,Sharp,FEMALE,654-971-9126,planner2097@example.com,26-08-1979,45,No High School,Other,4,2023-03-30,Bar Manager,>$200k,Hiking,Hard Core Loyals,Middle Class,9241 13th Ave SW,Seattle,Washington,USA,98101
38,11577,Tenisha,David,FEMALE,598-549-2124,signed1938@example.com,15-03-1993,45,Bachelor's Degree,Other,0,2022-06-14,Marble Mason,$100k-$150k,Excercise,Soft Core Loyals,Lower Class,2511 Birchfield Rd,Yakima,Washington,USA,98901
39,11977,Sean,Coleman,FEMALE,681-734-9552,teaching1844@protonmail.com,15-06-1986,45,Bachelor's Degree,Other,1,2022-08-14,Tank Farm Operative,>$200k,Singing,Soft Core Loyals,Upper Class,5502 Northwest Dr,Bellingham,Washington,USA,98228
40,10745,Conrad,Whitaker,MALE,670-738-8255,closer1983@yahoo.com,1986-03-01 00:00:00,45,Bachelor's Degree,Other,2,2023-02-04,Taxi Driver,$100k-$150k,Handicraft,Soft Core Loyals,Upper Class,717 Negaunee St,Florence,New Jersey,USA,50121
41,11824,Stuart,Bender,MALE,124-322-5845,market2094@protonmail.com,1997-03-09 00:00:00,25,Postgraduate Degree,Other,1,2022-05-05,Project Worker,$15k-$25k,Juggling,Hard Core Loyals,Lower Class,312 W 10th St,Florence,New Jersey,USA,50133
42,14925,Valeri,Mcclure,FEMALE,909-127-2923,particularly2034@gmail.com,18-09-1978,45,Bachelor's Degree,Other,3,2022-09-15,Shipping Clerk,<$15k,Baking,Switchers,Middle Class,123-125 RENNER AVE,Newark,New Jersey,USA,97179
43,13892,Buck,Richardson,MALE,610-205-3468,petersburg1914@yahoo.com,1991-04-03 00:00:00,45,Bachelor's Degree,Other,1,2022-07-31,Stud Hand,$50k-$75k,Hunting,Switchers,Middle Class,616 Spring Ave,Florence,New Jersey,USA,50144
44,13235,Lajuana,Lucas,FEMALE,811-207-2329,roles1856@duck.com,28-02-1986,45,No High School,Other,3,2022-07-10,Assessor,$100k-$150k,Painting,Hard Core Loyals,Working Class,717 Negaunee St,Florence,New Jersey,USA,50121
45,11929,Mason,Serrano,MALE,374-331-8616,voluntary2037@duck.com,20-08-1979,45,Graduate Degree,Other,2,2022-07-01,Money Broker,$100k-$150k,Origami,Switchers,Working Class,817 Main St,Florence,New Jersey,USA,50144
46,10625,Chris,Ortiz,MALE,121-142-7740,anna1883@example.org,1985-11-04 00:00:00,45,Postgraduate Degree,Other,4,2022-12-03,Cashier,<$15k,Writing,Switchers,Lower Class,170 CHESTNUT ST APT 1,Newark,New Jersey,USA,07105
47,13199,Ali,Ayers,OTHER,872-523-6755,sci2084@outlook.com,1992-10-07 00:00:00,45,Bachelor's Degree,Other,2,2022-11-16,Art Historian,$100k-$150k,Painting,Hard Core Loyals,Middle Class,616 Spring Ave,Florence,New Jersey,USA,50100
48,12405,Libbie,Ratliff,FEMALE,564-986-9857,anne1903@yandex.com,14-10-1989,45,Postgraduate Degree,Other,3,2022-09-04,Foam Convertor,$25k-$35k,Excercise,Switchers,Upper Class,PO BOX 1,Colonia,New Jersey,USA,07067
49,11607,Saran,Norman,FEMALE,630-809-7336,mistakes2063@gmail.com,20-08-1997,25,No High School,Other,0,2022-09-15,Quality Inspector,$15k-$25k,Painting,Hard Core Loyals,Working Class,401 NORTHUMBERLAND RD,Teaneck,New Jersey,USA,07666
50,14526,Izetta,Pittman,FEMALE,839-345-1716,night1885@protonmail.com,1988-05-05 00:00:00,45,Graduate Degree,Other,3,2023-02-04,Mortgage Broker,$150k-$200k,Scuba Diving,Soft Core Loyals,Middle Class,127 Masterson Ct,Trenton,New Jersey,USA,08502
51,11459,Ehtel,Odom,FEMALE,197-559-3462,angle1990@duck.com,1979-11-05 00:00:00,45,Bachelor's Degree,Other,1,2022-07-04,Instructor,$50k-$75k,Excercise,Switchers,Middle Class,PO BOX 241,Colonia,New Jersey,USA,07067
52,12687,Kirby,Mcdowell,MALE,279-820-9142,animation1984@example.org,31-01-1986,45,Bachelor's Degree,Other,2,2022-07-25,Vicar,$15k-$25k,Dance,Soft Core Loyals,Upper Class,123-125 RENNER AVE,Newark,New Jersey,USA,97179
53,10495,Jazmine,Hurst,FEMALE,787-684-3319,brass1824@duck.com,27-05-1976,60,High School,Other,2,2022-06-01,Orchestral,$50k-$75k,Photography,Soft Core Loyals,Working Class,352 MOUNT PROSPECT AVE APT D4,Newark,New Jersey,USA,97179
54,14179,Jacquelynn,Clark,FEMALE,242-661-3684,computational2066@protonmail.com,1981-02-03 00:00:00,45,High School,Other,3,2022-09-06,Warehousewoman,<$15k,Origami,Hard Core Loyals,Working Class,755 DELAVAN ST APT W,Teaneck,New Jersey,USA,07065
55,13736,Bill,Tyler,MALE,164-102-7144,impossible2017@protonmail.com,17-05-1979,45,Bachelor's Degree,Other,2,2022-06-08,Nutritionist,>$200k,Painting,Hard Core Loyals,Middle Class,3 Winthrop Rd,Trenton,New Jersey,USA,08601
56,12610,Erwin,Rush,MALE,176-870-2170,massive2097@example.org,1979-10-08 00:00:00,45,Postgraduate Degree,Other,1,2022-04-04,Road Safety Officer,$100k-$150k,Baking,Hard Core Loyals,Middle Class,7357 Morgan Lake Rd,Florence,New Jersey,USA,50121
57,14513,Kati,Pruitt,FEMALE,252-583-2407,para1885@live.com,29-07-1984,45,Postgraduate Degree,Other,1,2022-11-10,Councillor,$50k-$75k,Writing,Soft Core Loyals,Lower Class,817 Main St,Florence,New Jersey,USA,50133
58,12433,Lenita,Boyd,FEMALE,910-965-8882,portfolio2004@yandex.com,1975-12-07 00:00:00,60,Postgraduate Degree,Other,1,2023-03-04,Warehouseman,$100k-$150k,Blogging,Hard Core Loyals,Working Class,706 CEDAR LN APT 1,Teaneck,New Jersey,USA,07666
59,12678,Brittanie,Hudson,FEMALE,280-256-8354,possibility1851@duck.com,1993-11-04 00:00:00,45,Associate's Degree,Other,4,2022-07-13,Orthoptist,<$15k,Dance,Switchers,Working Class,817 Main St,Florence,New Jersey,USA,50133
60,15517,Laine,Bernard,FEMALE,726-986-7878,push1975@gmail.com,29-09-1995,45,High School,Other,2,2022-12-31,Press Setter,$35k-$50k,Baking,Switchers,Working Class,21 Faircrest Ave,Trenton,New Jersey,USA,08502
61,12157,Katia,Martinez,FEMALE,944-153-6122,reserve1809@protonmail.com,1978-11-10 00:00:00,45,No High School,Other,2,2022-04-02,Window Cleaner,$75k-$100k,Singing,Hard Core Loyals,Lower Class,164 DEGRAW AVE,Teaneck,New Jersey,USA,07666
62,12034,Roy,Lawrence,FEMALE,366-659-8616,agreed1835@yandex.com,1985-10-07 00:00:00,45,No High School,Other,4,2022-12-07,Piano Teacher,$150k-$200k,Hunting,Switchers,Lower Class,200 MARINE CT,Teaneck,New Jersey,USA,07065
63,10232,Demetrice,Peterson,FEMALE,500-991-5848,armor2022@example.com,1978-04-09 00:00:00,45,High School,Other,3,2022-10-28,Joinery Consultant,$25k-$35k,Baking,Switchers,Working Class,116 Bayard St,Trenton,New Jersey,USA,08601
64,13694,Adrien,Marshall,FEMALE,471-427-2618,bringing1982@outlook.com,1984-03-07 00:00:00,45,Postgraduate Degree,Other,1,2023-03-17,Keep Fit Instructor,$15k-$25k,Singing,Hard Core Loyals,Lower Class,223 MCWHORTER ST APT B,Newark,New Jersey,USA,07101
65,15465,Brendon,Dennis,MALE,633-687-5155,canadian2028@yahoo.com,1990-02-07 00:00:00,45,Bachelor's Degree,Other,4,2022-12-26,Marine Geologist,>$200k,Scuba Diving,Hard Core Loyals,Middle Class,352 MOUNT PROSPECT AVE APT D4,Newark,New Jersey,USA,07105
66,14691,Tish,Walton,FEMALE,885-265-7267,canal2014@yandex.com,31-05-1992,45,High School,Other,2,2022-10-04,Bus Valeter,$25k-$35k,Handicraft,Hard Core Loyals,Lower Class,400 FAIRIDGE TER,Teaneck,New Jersey,USA,07065
67,11379,Lupe,Mccray,MALE,637-636-3421,disease2034@yandex.com,18-09-1975,60,No High School,Other,2,2022-09-26,Special Constable,>$200k,Baking,Hard Core Loyals,Working Class,817 Main St,Florence,New Jersey,USA,50133
68,12168,Rodrigo,Hooper,MALE,450-961-7603,galaxy2085@gmail.com,14-04-1991,45,Bachelor's Degree,Other,1,2023-01-09,Cafe Owner,<$15k,Hunting,Hard Core Loyals,Middle Class,223 MCWHORTER ST APT B,Newark,New Jersey,USA,07101
69,15455,Harlan,Medina,MALE,106-194-8723,intended2041@duck.com,19-10-1986,45,Diploma,Other,1,2023-01-30,Mineralologist,$75k-$100k,Cycling,Soft Core Loyals,Working Class,200 MARINE CT,Teaneck,New Jersey,USA,07666
70,13656,Noble,Perkins,MALE,851-904-4355,louisiana1984@yandex.com,26-08-1987,45,No High School,Other,1,2022-07-16,Parts Man,$150k-$200k,Photography,Soft Core Loyals,Lower Class,717 Negaunee St,Florence,New Jersey,USA,50121
71,13923,Nancie,Huber,FEMALE,451-823-5326,stamp1876@live.com,1977-06-08 00:00:00,45,Graduate Degree,Other,1,2022-11-14,Lathe Operator,<$15k,Hiking,Soft Core Loyals,Working Class,755 DELAVAN ST APT W,Teaneck,New Jersey,USA,07065
72,15590,Ryan,Hensley,MALE,224-366-7932,variations1889@duck.com,13-09-1979,45,Bachelor's Degree,Other,2,2022-07-23,Assessor,$35k-$50k,Writing,Soft Core Loyals,Middle Class,352 MOUNT PROSPECT AVE APT D4,Newark,New Jersey,USA,97179
73,15181,Colin,Fisher,MALE,407-695-2375,wait1957@live.com,23-11-1980,45,Bachelor's Degree,Other,4,2022-09-04,Groundsman,$35k-$50k,Excercise,Hard Core Loyals,Middle Class,11025 San Miguel Way,Montclair,New Jersey,USA,07043
74,15134,Katherin,Knowles,FEMALE,901-247-9883,articles1925@duck.com,27-08-1983,45,Graduate Degree,Other,1,2022-12-28,Blind Assembler,<$15k,Excercise,Switchers,Middle Class,11025 San Miguel Way,Montclair,New Jersey,USA,07042
75,12894,Hermila,Shaffer,FEMALE,589-623-4131,cope1813@yandex.com,13-07-1994,45,Diploma,Other,3,2022-06-26,Chartered Accountant,$50k-$75k,Baking,Soft Core Loyals,Upper Class,9190 Monte Vista Ave,Montclair,New Jersey,USA,07043
76,14604,Zulma,Ruiz,FEMALE,297-292-8773,nhs1999@example.org,1987-12-08 00:00:00,45,Diploma,Other,3,2022-05-21,Training Co-ordinator,$15k-$25k,Photography,Hard Core Loyals,Middle Class,123 ORATON ST,Newark,New Jersey,USA,07105
77,12325,Floyd,Browning,MALE,903-766-6294,opens1861@yandex.com,30-09-1993,45,Postgraduate Degree,Other,0,2022-12-18,Aeronautical Engineer,<$15k,Origami,Soft Core Loyals,Middle Class,414 S Cook Ave,Trenton,New Jersey,USA,08601
78,13456,Lilliam,William,FEMALE,286-269-8021,optimum1966@example.org,15-01-1989,45,Associate's Degree,Other,2,2022-12-31,Labourer,$50k-$75k,Blogging,Soft Core Loyals,Middle Class,3 Winthrop Rd,Trenton,New Jersey,USA,08502
79,12207,Kurt,Deleon,MALE,118-407-2242,brazil1895@gmail.com,25-09-1985,45,Graduate Degree,Other,3,2022-05-04,Lawn Mower,$150k-$200k,Cooking,Hard Core Loyals,Middle Class,616 Spring Ave,Florence,New Jersey,USA,50144
80,15336,Theressa,Kinney,FEMALE,331-622-1535,onto2100@live.com,22-01-1986,45,No High School,Other,2,2022-10-08,Investment Manager,$15k-$25k,Excercise,Hard Core Loyals,Lower Class,116 Bayard St,Trenton,New Jersey,USA,08629
81,11451,Tyesha,Snyder,FEMALE,142-933-2202,structured1857@gmail.com,22-10-1983,45,Associate's Degree,Other,4,2023-03-01,Office Manager,<$15k,Origami,Hard Core Loyals,Working Class,PO BOX 121,Colonia,New Jersey,USA,07067
82,12822,Waltraud,Collins,FEMALE,855-240-5478,various1837@yahoo.com,1994-10-07 00:00:00,45,Postgraduate Degree,Other,4,2022-11-22,Chauffeur,$50k-$75k,Photography,Switchers,Lower Class,PO BOX 1,Colonia,New Jersey,USA,07067
83,15211,Cher,Chambers,FEMALE,250-589-9439,various1899@outlook.com,22-03-1978,45,High School,Other,3,2023-01-05,Groundsman,$15k-$25k,Cycling,Soft Core Loyals,Lower Class,PO BOX 121,Colonia,New Jersey,USA,07067
84,14025,Ivey,Goff,FEMALE,206-315-4266,again1968@example.com,26-04-1990,45,High School,Other,0,2023-01-05,Medal Dealer,$50k-$75k,Handicraft,Hard Core Loyals,Working Class,9335 Mesa Verde Dr,Montclair,New Jersey,USA,07043
85,13845,Regenia,Guzman,FEMALE,927-572-3637,age2068@duck.com,26-10-1989,45,Graduate Degree,Other,2,2022-05-03,Teacher,$100k-$150k,Baking,Switchers,Working Class,33511 Crazy Horse Dr,Florence,New Jersey,USA,50121
86,15233,Annita,Hunt,FEMALE,943-184-4135,cloud1943@live.com,31-07-1983,45,Bachelor's Degree,Other,1,2022-06-07,Advertising Clerk,$150k-$200k,Excercise,Soft Core Loyals,Working Class,401 NORTHUMBERLAND RD,Teaneck,New Jersey,USA,07666
87,14698,Juan,Sandoval,MALE,759-155-4525,conducting2069@yahoo.com,17-04-1985,45,Diploma,Other,4,2022-08-27,Stone Cutter,$50k-$75k,Blogging,Switchers,Lower Class,164 DEGRAW AVE,Teaneck,New Jersey,USA,07666
88,14822,Kum,Hughes,FEMALE,119-435-2304,convert2068@protonmail.com,21-02-1993,45,High School,Other,0,2022-12-02,Investment Manager,<$15k,Baking,Hard Core Loyals,Lower Class,414 S Cook Ave,Trenton,New Jersey,USA,08629
89,12574,Fred,Cox,OTHER,341-568-2780,favorite2099@yandex.com,1985-06-09 00:00:00,45,Graduate Degree,Other,4,2022-07-01,Security Guard,$15k-$25k,Hiking,Hard Core Loyals,Middle Class,3 Winthrop Rd,Trenton,New Jersey,USA,08629
90,13378,Mikaela,Stanley,FEMALE,703-362-4396,jerusalem1887@example.org,1977-05-07 00:00:00,45,Associate's Degree,Other,1,2022-11-15,Organiser,$75k-$100k,Writing,Hard Core Loyals,Lower Class,108 CEDAR LN APT 1,Teaneck,New Jersey,USA,07666
91,10463,Patience,Hatfield,FEMALE,998-135-9235,myself1948@example.com,20-03-1991,45,Associate's Degree,Other,1,2022-09-23,Social Worker,$75k-$100k,Scuba Diving,Hard Core Loyals,Working Class,414 S Cook Ave,Trenton,New Jersey,USA,08601
92,12101,Aracelis,Blankenship,FEMALE,551-103-5945,rear1829@protonmail.com,1986-08-09 00:00:00,45,High School,Other,3,2023-02-07,Television Producer,<$15k,Singing,Hard Core Loyals,Upper Class,817 Main St,Florence,New Jersey,USA,50133
93,11925,Georgeanna,Jarvis,OTHER,840-758-6554,tripadvisor1820@duck.com,1980-12-10 00:00:00,45,Bachelor's Degree,Other,0,2022-05-24,Golf Club Professional,$25k-$35k,Gardening,Hard Core Loyals,Working Class,3 Winthrop Rd,Trenton,New Jersey,USA,08601
94,10225,Luther,Buckley,MALE,956-887-9257,computational1998@live.com,15-04-1980,45,Graduate Degree,Other,1,2022-04-16,Market Gardener,$50k-$75k,Cooking,Hard Core Loyals,Upper Class,123 ORATON ST,Newark,New Jersey,USA,07185
95,12881,Zulma,Snider,FEMALE,840-924-9736,cst1867@yandex.com,30-11-1992,45,No High School,Other,0,2023-01-24,Aircraft Maintenance Engineer,$15k-$25k,Gardening,Switchers,Upper Class,717 Negaunee St,Florence,New Jersey,USA,50121
96,11648,Trula,Munoz,OTHER,134-815-3488,settled2093@outlook.com,16-02-1983,45,Graduate Degree,Other,0,2022-11-27,Stockbroker,$150k-$200k,Handicraft,Switchers,Middle Class,164 DEGRAW AVE,Teaneck,New Jersey,USA,07666
97,15572,Crista,Gonzales,FEMALE,416-636-9946,articles1823@gmail.com,13-02-1979,45,High School,Other,3,2022-08-23,Machine Operator,$75k-$100k,Scuba Diving,Switchers,Working Class,164 DEGRAW AVE,Teaneck,New Jersey,USA,07666
98,11155,Shawn,Lee,MALE,129-327-6264,father2014@yahoo.com,1979-06-01 00:00:00,45,Associate's Degree,Other,0,2022-07-14,Records Supervisor,$100k-$150k,Gardening,Soft Core Loyals,Upper Class,PO BOX 121,Colonia,New Jersey,USA,07067
99,10904,Arnetta,Keller,FEMALE,114-979-5242,rebel1985@protonmail.com,19-03-1979,45,Associate's Degree,Other,0,2023-02-11,Remedial Therapist,$150k-$200k,Poker,Soft Core Loyals,Working Class,44 LENTZ AVE,Newark,New Jersey,USA,07105
100,15346,Augustine,Nash,MALE,242-892-9512,bigger1922@live.com,15-07-1991,45,Bachelor's Degree,Other,4,2023-02-13,Publican,<$15k,Hunting,Hard Core Loyals,Upper Class,9335 Mesa Verde Dr,Montclair,New Jersey,USA,07042
101,10502,Harlan,Haney,MALE,328-725-7898,market1827@protonmail.com,1994-05-11 00:00:00,45,Graduate Degree,Other,1,2023-02-14,Production Manager,$75k-$100k,Painting,Switchers,Upper Class,616 Spring Ave,Florence,New Jersey,USA,50121
102,13839,Jerlene,Lynch,FEMALE,335-992-4562,post1857@protonmail.com,17-11-1996,45,Bachelor's Degree,Other,0,2022-10-06,Linguist,<$15k,Hunting,Switchers,Middle Class,352 MOUNT PROSPECT AVE APT D4,Newark,New Jersey,USA,97179
103,14167,Toby,Meyers,MALE,175-701-5623,queens1953@protonmail.com,1986-08-06 00:00:00,45,Diploma,Other,3,2023-03-18,Transport Officer,$25k-$35k,Scuba Diving,Hard Core Loyals,Upper Class,PO BOX 1,Colonia,New Jersey,USA,07067
104,15361,Wynell,Gilliam,FEMALE,264-397-7799,queensland1949@example.com,1986-04-03 00:00:00,45,High School,Other,4,2022-04-19,Chicken Chaser,$100k-$150k,Baking,Soft Core Loyals,Upper Class,127 Masterson Ct,Trenton,New Jersey,USA,08502
105,10634,Ula,Bird,FEMALE,783-164-4002,jerusalem1855@protonmail.com,28-03-1994,45,High School,Other,2,2022-10-07,Employment,$35k-$50k,Handicraft,Hard Core Loyals,Lower Class,11025 San Miguel Way,Montclair,New Jersey,USA,07043
106,15589,Leigh,Hopper,MALE,345-233-8589,languages2086@protonmail.com,20-11-1988,45,Diploma,Other,1,2022-11-27,Flour Miller,$100k-$150k,Poker,Hard Core Loyals,Upper Class,11066 Monte Vista Ave,Montclair,New Jersey,USA,07028
